Country,Name,Description,City,Founders,Funding,Funding rounds,Industries,Number of employees,Number of investors,Started in
Belgium,73) Afriwise,African law simplified: local legal experience and knowledge at your fingertips.,Brussels,,"$830,000",,,1-10,,
Belgium,74) Skwarel,"Skwarel is a collaboration tool that allows accountants and their clients to communicate invoices, reports, and messages.",Brussels,,"$901,838",,,1-10,,
Belgium,75) Maily,"Maily is a free online program that allows kids to make e-mails with online pencils, brushes, images, backdrops, stamps, and phrases.",Brussels,,"$594,983",,,1-10,,
Belgium,76) AMIA-Systems,"Material-flow optimization, enhanced production velocity, and flexible capital requirements are all answers provided by AMIA systems.",Brussels,,"$1,047,828",,,1-10,,
Belgium,77) Workero,Workero is a digital platform that allows organizations and employees to communicate and collaborate.,Brussels,,"$82,941",,,1-10,,
Belgium,78) Ubidata,Belgian market leader in trailer telematics and supply chain mobile apps for driver and products management in the pharmaceutical and food retail industries.,Brussels,,"$2,200,000",,,11-50,,
Belgium,79) Shiftmeapp,Shiftmeapp is a service that automates scheduling and staffing.,Brussels,,"$171,368",,,1-10,,
Belgium,80) SKIP-Q,SKIP-Q is a lunch-focused pre-ordering and pre-payment platform in Belgium. It connects users with local businesses.,Brussels,,"$356,633",,,1-10,,
Belgium,81) PlantHive,Learn how life can grow from a seed to a full-fledged crop that can be harvested and consumed!,Brussels,,"$78,645",,,1-10,,
Belgium,82) Dialogfeed,"Dialogfeed will generate a social wall for you using content from Facebook, Twitter, Instagram, Youtube, Linkedin, and hashtags.",Brussels,,"$1,019,295",,,1-10,,
Belgium,83) Productize,Services for Internet of Things strategy and product development,Brussels,,"$543,280",,,1-10,,
Hungary,1) Bitrise,"Bitrise is a mobile app development platform that automates integration, testing, and deployment for tens of thousands of developers.",Budapest,"Barnabas Birmacher, Daniel Balla, Viktor Benei","$23,517,361",4,"Android, Apps, Developer Platform, Developer Tools, iOS, Mobile Apps, PaaS",51-100,"6 (Y Combinator, Partech, OpenOcean, Fiedler Capital, Oktogon Ventures)",2014
Hungary,2) SEON,Defending online enterprises from scam,Budapest,"Bence Jendruszak, Tamas Kadar","€ 11,600,000",4,"Big Data, Computer, Cyber Security, Fraud Detection, Identity Management, Information Technology, Network Security, Security",51-100,"12 (Creandum, Charles Delingpole, Fiedler Capital, PortfoLion Capital Partners, Maximilian Tayenthal)",2017
Hungary,3) Craft,Craft Docs is a software development firm that specializes in mobile apps and productivity tools.,Budapest,Balint Orosz,"$8,000,000",2,"Mobile Apps, Productivity Tools, Software",11-50,"3 (Creandum, Gareth Williams, InReach Ventures)",2019
Hungary,4) Shapr3D,Shapr3D is bringing CAD into the twenty-first century.,Budapest,István Csanády,"$7,300,000",4,"3D Printing, 3D Technology, Apps, CAD, Software",51-100,"6 (Creandum, Speedinvest, Lifeline Ventures, Point Nine, InReach Ventures)",2015
Hungary,5) Turbine,"Turbine's platform delves into the inner workings of cancer, allowing for the identification of new targets and the development of precision medical therapy.",Budapest,"Dániel Veres, Kristóf Zsolt Szalay, Szabolcs Nagy","€ 8,700,000",3,"Artificial Intelligence, Biopharma, Biotechnology",11-50,"10 (Accel, Atlantic Labs, Esther Dyson, Delin Ventures, Boston Millennia Partners)",2015
Hungary,6) UTB Envirotec,"UTB Envirotec Zrt is a clean technology firm that offers services such as consulting, engineering, contracting, and operations.",Budapest,,"$1,667,906",,,101-250,,
Hungary,7) Barion Payment,"Purchasing experience with anabolic steroids. We deliver an exceptional tailored purchase experience, from easy payment to enticing offers.",Budapest,,"$2,895,218",,,11-50,,
Hungary,8) Asura Technologies,"For Smart Cities, Asura Technologies develops analytic, data collection, and management systems based on License Plate Recognition.",Budapest,,"$800,000",,,11-50,,
Hungary,9) Multipass Solutions,"MPS provides IT solutions for extracting and processing client data from printed or handwritten documents, forms, cheques, and invoices.",Budapest,,"$808,165",,,11-50,,
Hungary,10) Martogatos,Mártogatós is a company that provides business catering services and provides an alternative to the conventional cold foods.,Budapest,,"$89,986",,,1-10,,
Hungary,11) VirtDB,VirtDB is a software startup that specializes in database analytics and IT infrastructure.,Budapest,,"$1,547,702",,,1-10,,
Hungary,12) STUDYINBUDAPEST,Study in Budapest is a smartphone application that allows students to independently apply for university admissions.,Budapest,,,,,11-50,,
Hungary,13) Assister,"With built-in sales capabilities, Assister delivers online solutions for commercial retail networks to manage shops and inspire their sales personnel.",Budapest,,"$130,000",,,1-10,,
Hungary,14) VCC,VCC Live (formerly Virtual Call Center) is a call center and telecommunications technology provider for in-house and outsourced call centers.,Budapest,,"$3,076,202",,,51-100,,
Hungary,15) AImotive,"AImotive is on its way to becoming the world's leading provider of camera-first, AI-powered automated driving technology.",Budapest,,"$47,581,868",,,101-250,,
Hungary,16) Neticle,Neticle is a SaaS-based listening and survey solution for businesses that uses market-leading natural language processing algorithms.,Budapest,,"$3,710,704",,,11-50,,
Hungary,17) Talentuno,People are finding employment and corporations are finding talent through personal networks thanks to a new recruitment crowdsourcing platform.,Budapest,,"$6,278,748",,,101-250,,
Hungary,18) Family Finances,"Mobile banking apps with an emphasis on younger clients, including packaged solutions and E2E product development, for banks.",Budapest,,"$727,060",,,1-10,,
Hungary,19) Talk-A-Bot,"Talk-A-Bot is an information technology firm that delivers a corporate, company, and brand chat-bot.",Budapest,,"$2,299,100",,,11-50,,
Hungary,20) Balabit,Balabit is a major provider of Privileged Access Management and Log Management solutions and is a One Identity company.,Budapest,,"$8,000,000",,,101-250,,
Hungary,21) SignAll,SignAll is the first company to offer an automated sign language translation service.,Budapest,,"$1,710,700",,,11-50,,
Hungary,22) Synetiq,Synetiq assists businesses and media companies in producing high-performing video advertising using biometric data from their target demographic.,Budapest,,"$1,077,000",,,11-50,,
Hungary,23) Now Technologies,"Electric wheelchair control systems are transformed into a multifunctional, modular onboard platform by NowTechnologies.",Budapest,,"$2,690,452",,,1-10,,
Hungary,24) TrustChain Systems,Companies with integrated finance solutions can use secure digital contracting.,Budapest,,"$753,493",,,11-50,,
Hungary,25) Gravity R&D,Gravity R&D develops recommendation systems that help companies give better user experiences.,Budapest,,"$3,000,000",,,11-50,,
Ireland,1) BrowserStack,BrowserStack is a software testing platform that runs over two million tests per day in 15 data centers across the world.,Dublin,"Nakul Aggarwal, Ritesh Arora","$250,000,000",2,"Cloud Infrastructure, Developer Tools, Software",501-1000,"3 (Accel, Insight Partners, Bond)",2011
Ireland,2) CleverCards,CleverCards is a payments technology that allows businesses and governments to deliver digital Mastercards to anybody through SMS or email in real time.,Dublin,Kealan Lennon,"$20,680,000",4,"Marketing Automation, Mobile Payments, Payments, Retail Technology, Software",11-50,"5 (Donal Daly, Enterprise Ireland, Delta Partners, Gareth Lambe, Pat Gunne)",2011
Ireland,3) Fenergo,Financial institutions can use Fenergo's customer lifecycle management software.,Dublin,Marc Murphy,"$760,431,041",4,"Enterprise Software, Information Technology, Software, Transaction Processing",501-1000,"8 (Insight Partners, Investec, Aquiline Capital Partners, Astorg, DXC Technology)",2009
Ireland,4) Kaseya,Kaseya is an automation software company that specializes in remote management tools for the IT sector.,Dublin,Gerald Blackie,"$544,777,315",4,"Cyber Security, Enterprise, SaaS, Security, Software",251-500,"5 (Insight Partners, TPG, Ireland Strategic Investment Fund, Kanwal Rekhi, Whitman Capital)",2000
Ireland,5) &Open,• We give at scale from companies to individuals all around the world on the world's first happiness platform.,Dublin,"Ciara Flood, Jonathan Legge, Mark Legge","$7,200,000",2,"CRM, Product Design, Software",11-50,"6 (First Round Capital, LocalGlobe, Liam Casey, Tribal.vc, Des Traynor)",2017
Ireland,6) Scurri,"Scurri is a simple, flexible API and dashboard designed to improve your ordering, shipping, and delivery processes.",Wexford,"Eugene Crehan, Josephine O'Connor, Rory O'Connor","€ 15,450,000",6,"Delivery, E-Commerce, Shipping, Software, Transportation",11-50,"8 (J. Meade & Company, Enterprise Ireland, Haatch, Episode 1, Act Venture Capital)",2010
Ireland,7) Payslip,Multinational businesses may get uniform Global Payroll thanks to automation and integration technology.,Mayo,Fidelma McGuirk,"€ 12,000,000",3,"Information Services, Information Technology, Software",11-50,"11 (Mouro Capital, Enterprise Ireland, Tribal.vc, Middlegame Ventures, Frontline Ventures)",2016
Ireland,8) Learnosity,"For the world's greatest assessment solutions, Learnosity provides the technical platform for authorship, assessment delivery, and reporting.",Dublin,"Gavin Cooney, Mark Lynch","$52,400,000",2,"EdTech, Education, Information Technology, Robotics, SaaS, Skill Assessment, Software",51-100,"2 (Battery Ventures, 3P Learning)",2007
Ireland,9) Shaw Academy,Shaw Academy is on a quest to use unique technologies to give higher education at a lesser cost.,Dublin,"Adrian Murphy, James Egan","€ 7,000,000",1,"Continuing Education, E-Learning, EdTech, Education, Edutainment, Higher Education",51-100,,2013
Ireland,10) Manna Drone Delivery,"Restaurant chains, dark kitchens, and online food delivery platforms can use Manna's drone delivery service stack.",Dublin,Bobby Healy,"$30,200,000",4,"Drones, Food Delivery, Logistics",11-50,"13 (Founders Fund, Draper Esprit, DST Global, ff Venture Capital, Atlantic Bridge)",2018
Ireland,11) Profitero,Profitero is the go-to eCommerce performance analytics platform for the world's most well-known brands.,Dún Laoghaire,"Dmitry Vysotski, Konstantin Chernysh, Vol Pigrukh","$48,724,472",6,"Analytics, Big Data, Data Mining, E-Commerce, E-Commerce Platforms, Internet",251-500,"10 (Polaris Partners, Seedcamp, Enterprise Ireland, Silicon Valley Bank, Eastward Capital Partners)",2010
Ireland,12) Flipdish,"Flipdish assists on-demand food businesses with the development of branded food ordering systems, websites, and apps.",Sandyford,"Conor McCarthy, James McCarthy","€ 47,500,000",5,"Brand Marketing, E-Commerce, Food and Beverage, Food Delivery, Mobile Apps",101-250,"5 (Tiger Global Management, Global Founders Capital, Enterprise Ireland, Elkstone Capital Partners, Growing Capital)",2015
Ireland,13) Utmost,Utmost is a Workday-native vendor management system that replaces outdated systems.,Dublin,"Annraie O'Toole, Dan Beck, Paddy Benson","$32,200,000",2,"Computer, SaaS, Software",11-50,"5 (Alumni Ventures Group, Greylock, Workday Ventures, Mosaic, Acadian Ventures)",2018
Ireland,14) Assure Hedge,"For businesses, Assure Hedge offers automatic currency hedging solutions.",Dublin,Barry McCarthy,"$23,971,255",10,"Financial Exchanges, Financial Services, FinTech",11-50,"5 (Enterprise Ireland, NDRC, Carrig Glen Investments, RICHARD HAYES, Robert Smith)",2016
Ireland,15) Glofox,Glofox is a management software firm that assists fitness entrepreneurs in helping people better their health.,Dublin,"Anthony Kelly, Conor O'Loughlin, Finn Hegarty","$22,783,596",8,"B2B, Fitness, Management Information Systems, SaaS, Scheduling, Software",101-250,"8 (Octopus Ventures, Enterprise Ireland, Notion Capital, Silicon Valley Bank, Partech)",2014
Ireland,16) TransferMate Global Payments,"TransferMate is a global B2B payments platform that enables businesses to send and receive payments at lower costs, faster, and with greater ease than ever before.",Dublin,"Barry Dowling, Sinead Fitzmaurice, Terry Clune","€ 51,000,000",2,"B2B, Financial Services, FinTech, Payments",101-250,"2 (ING Group, Allied Irish Banks)",2010
Ireland,17) Linked Finance,Linked Finance provides Irish firms with a novel and straightforward option to borrow money from a huge number of actual individuals.,Dublin,Peter O'Mahony,"€ 59,500,000",4,"Banking, Finance, Financial Services, FinTech, Small and Medium Businesses",11-50,"3 (Covid-19 Credit Guarantee Scheme, Frontline Ventures, Banco BNI Europa)",2011
Ireland,18) LearnUpon,"LearnUpon is a cloud-based Learning Management System that assists organizations in training their employees, partners, and customers.",Dublin,"Brendan Noud, Des V. Anderson","$56,744,718",4,"Corporate Training, E-Learning, Software",101-250,"3 (Summit Partners, Enterprise Ireland, NDRC)",2012
Ireland,19) Immedis,Immedis is a global payroll and mobility tax services provider that specializes in business technology solutions.,Dublin,"Mark Graham, Ruairi Kelleher, Terry Clune","$78,296,259",2,"Financial Services, Human Resources, Information Technology, Outsourcing",101-250,"2 (Lead Edge Capital, Scottish Equity Partners)",2016
Ireland,20) Brightflag,Brightflag is a legal cost management and matter management software for corporate legal departments that uses artificial intelligence.,Dublin,"Alex Kelly, Ian Nolan","$39,109,196",7,"Artificial Intelligence, Enterprise Software, Legal, Legal Tech, SaaS, Software",51-100,"8 (500 Startups, Wayra, Enterprise Ireland, Sands Capital Ventures, One Peak Partners)",2014
Ireland,21) spaceOS,SpaceOS is the most attractive and user-friendly tenant experience and management platform available.,Galway,"Maciej Markowski, Marley Fabisiewicz","€ 7,500,000",2,"Information Technology, Internet, Software",11-50,"3 (ff Venture Capital, IMMOFINANZ, BeyondBuild)",2017
Ireland,22) Future Finance,Future Finance is a private lender that specializes on student loans.,Dublin,"Brian Norton, Vishal Garg","$485,190,935",7,"Education, Finance, Financial Exchanges, Financial Services",51-100,"12 (Goldman Sachs, QED Investors, Blackstone Group, Invus, Fenway Summer Ventures)",2014
Ireland,23) Getvisibility,Getvisibility is a company that specializes in artificial intelligence security.,Cork,"Mark Brosnan, Ronan Murphy","€ 5,100,000",2,"Artificial Intelligence, Cyber Security, Security, Software",11-50,"7 (Enterprise Ireland, Smarttech247, Sure Valley Venture, Pires Investments, SoftTech)",2017
