rank,country,name,description,state,city,started_in,founders,industries,employees,funding_raw,funding_rounds,investors_count,investors_list,source_url,employees_min,employees_max,funding_usd,industries_list,founders_list,text,clean_text,cluster
17,Belgium,NGDATA,"Customer relationship management (CRM) solutions are provided by NGDATA, a Belgian company that employs big data technology.",Oost-Vlaanderen,Gent,2012.0,"Frank Hamerlinck, Jürgen Ingels, Luc Burgelman, Steven Noels","Analytics, Big Data, CRM, Machine Learning, Software",51-100,"$46,845,836",6.0,9.0,"[""Idinvest Partners"", ""Plug and Play Tech Center"", ""ING Group"", ""Capricorn Partners"", ""HPE Growth""]",https://www.failory.com/startups/belgium,51.0,100.0,46845836.0,"[""Analytics"", ""Big Data"", ""CRM"", ""Machine Learning"", ""Software""]","[""Frank Hamerlinck"", ""J\u00c3\u00bcrgen Ingels"", ""Luc Burgelman"", ""Steven Noels""]","Customer relationship management (CRM) solutions are provided by NGDATA, a Belgian company that employs big data technology.",customer relationship management crm solutions provided ngdata belgian company employs big data technology,11
18,Belgium,InvestSuite,InvestSuite is a global fintech that offers financial institutions of all sizes automated investment solutions.,Vlaams-Brabant,Louvain,2018.0,"Bart Vanhaeren, Laurent Sorber","Asset Management, Financial Services, FinTech, Software, Trading Platform, Wealth Management",11-50,,6.0,5.0,"[""PMV"", ""Flanders Innovation and Entrepreneurship (VLAIO""]",https://www.failory.com/startups/belgium,11.0,50.0,,"[""Asset Management"", ""Financial Services"", ""FinTech"", ""Software"", ""Trading Platform"", ""Wealth Management""]","[""Bart Vanhaeren"", ""Laurent Sorber""]",InvestSuite is a global fintech that offers financial institutions of all sizes automated investment solutions.,investsuite global fintech offers financial institutions sizes automated investment solutions,7
19,Belgium,Teamleader,"For SMEs, Teamleader creates a single CRM, invoicing, and project management platform.",Oost-Vlaanderen,Gent,2012.0,"Jeroen De Wit, Mathias De Loore, Willem Delbare","CRM, Project Management, SaaS, Software",101-250,"$37,040,326",4.0,4.0,"[""Fortino Capital"", ""PMV"", ""Sage Capital"", ""Keen Venture Partners""]",https://www.failory.com/startups/belgium,101.0,250.0,37040326.0,"[""CRM"", ""Project Management"", ""SaaS"", ""Software""]","[""Jeroen De Wit"", ""Mathias De Loore"", ""Willem Delbare""]","For SMEs, Teamleader creates a single CRM, invoicing, and project management platform.",smes teamleader creates single crm invoicing project management platform,11
20,Belgium,Guardsquare,Guardsquare creates high-end software to safeguard mobile apps from reverse engineering and hacking.,Vlaams-Brabant,Leuven,2014.0,"Eric Lafortune, Heidi Rakels","Developer Tools, Internet of Things, Mobile, Security, Software",51-100,"$29,556,877",2.0,1.0,"[""Battery Ventures""]",https://www.failory.com/startups/belgium,51.0,100.0,29556877.0,"[""Developer Tools"", ""Internet of Things"", ""Mobile"", ""Security"", ""Software""]","[""Eric Lafortune"", ""Heidi Rakels""]",Guardsquare creates high-end software to safeguard mobile apps from reverse engineering and hacking.,guardsquare creates high end software safeguard mobile apps reverse engineering hacking,8
21,Belgium,Edgard & Cooper,Fresh pet food options with natural and nutritional ingredients are available from Edgard & Cooper.,West-Vlaanderen,Kortrijk,2014.0,"Jürgen Degrande, Koen Bostoen, Louis Chalabi","Animal Feed, Pet, Retail",51-100,,1.0,2.0,"[""The Craftory"", ""DLF Venture""]",https://www.failory.com/startups/belgium,51.0,100.0,,"[""Animal Feed"", ""Pet"", ""Retail""]","[""J\u00c3\u00bcrgen Degrande"", ""Koen Bostoen"", ""Louis Chalabi""]",Fresh pet food options with natural and nutritional ingredients are available from Edgard & Cooper.,fresh pet food options natural nutritional ingredients available edgard cooper,-1
22,Belgium,RheaVita,RheaVita is a biopharmaceutical business that develops continuous freeze-drying technology.,Oost-Vlaanderen,Zwijnaarde,2018.0,"Jos Corver, Thomas De Beer","Biopharma, Biotechnology, Mechanical Engineering, Pharmaceutical",1-10,,1.0,2.0,"[""PMV"", ""Novalis Biotechnology Incubation""]",https://www.failory.com/startups/belgium,1.0,10.0,,"[""Biopharma"", ""Biotechnology"", ""Mechanical Engineering"", ""Pharmaceutical""]","[""Jos Corver"", ""Thomas De Beer""]",RheaVita is a biopharmaceutical business that develops continuous freeze-drying technology.,rheavita biopharmaceutical business develops continuous freeze drying technology,2
23,Belgium,Collibra,Collibra is the first end-to-end Data Intelligence platform that can help businesses speed their digital transformation.,Brussels Hoofdstedelijk Gewest,Brussels,2008.0,"Felix Van De Maele, Pieter De Leenheer, Stijn Christiaens","Analytics, Artificial Intelligence, Data Integration, Enterprise Software, Infrastructure",501-1000,"$346,486,132",7.0,9.0,"[""Index Ventures"", ""Battery Ventures"", ""ICONIQ Capital"", ""Dawn Capital"", ""CapitalG""]",https://www.failory.com/startups/belgium,501.0,1000.0,346486132.0,"[""Analytics"", ""Artificial Intelligence"", ""Data Integration"", ""Enterprise Software"", ""Infrastructure""]","[""Felix Van De Maele"", ""Pieter De Leenheer"", ""Stijn Christiaens""]",Collibra is the first end-to-end Data Intelligence platform that can help businesses speed their digital transformation.,collibra first end end data intelligence platform help businesses speed digital transformation,-1
24,Belgium,Urbantz,Urbantz is a first- and last-mile delivery management software that optimizes and controls operations.,Brussels Hoofdstedelijk Gewest,Brussels,2015.0,"Dimitri De Boose, Jonathan Weber, Jérémy Jaquet, Michael Darchambeau, Mélanie Applincourt","Delivery, Information Technology, Logistics, SaaS, Software",51-100,,5.0,2.0,"[""ETF Partners"", ""Korys""]",https://www.failory.com/startups/belgium,51.0,100.0,,"[""Delivery"", ""Information Technology"", ""Logistics"", ""SaaS"", ""Software""]","[""Dimitri De Boose"", ""Jonathan Weber"", ""J\u00c3\u00a9r\u00c3\u00a9my Jaquet"", ""Michael Darchambeau"", ""M\u00c3\u00a9lanie Applincourt""]",Urbantz is a first- and last-mile delivery management software that optimizes and controls operations.,urbantz first last mile delivery management software optimizes controls operations,3
25,Belgium,Confo Therapeutics,Confo Therapeutics is a drug discovery firm focused on unmet medical needs that develops internal drug discovery programs based on GPCRs.,Brussels Hoofdstedelijk Gewest,Brussels,2015.0,"Jan Steyaert, Toon Laeremans","Biotechnology, Health Care, Medical, Therapeutics",11-50,,8.0,13.0,"[""Perceptive Advisors"", ""Wellington Partners"", ""PMV"", ""Capricorn Partners"", ""V-Bio Ventures""]",https://www.failory.com/startups/belgium,11.0,50.0,,"[""Biotechnology"", ""Health Care"", ""Medical"", ""Therapeutics""]","[""Jan Steyaert"", ""Toon Laeremans""]",Confo Therapeutics is a drug discovery firm focused on unmet medical needs that develops internal drug discovery programs based on GPCRs.,confo therapeutics drug discovery firm focused unmet medical needs develops internal drug discovery programs based gpcrs,2
26,Belgium,Nyxoah,Nyxoah is a medical device firm that focuses on hypoglossal nerve stimulation (HGNS) therapeutic development and commercialization.,Brabant Wallon,Mont-Saint-Guibert,2009.0,"Adi Mashiach, Robert Taub","Health Care, Medical, Medical Device, Neuroscience",11-50,,4.0,5.0,"[""ResMed"", ""Gilde Healthcare"", ""S.R.I.W."", ""Cochlear"", ""Viralety Ventures""]",https://www.failory.com/startups/belgium,11.0,50.0,,"[""Health Care"", ""Medical"", ""Medical Device"", ""Neuroscience""]","[""Adi Mashiach"", ""Robert Taub""]",Nyxoah is a medical device firm that focuses on hypoglossal nerve stimulation (HGNS) therapeutic development and commercialization.,nyxoah medical device firm focuses hypoglossal nerve stimulation hgns therapeutic development commercialization,2
27,Belgium,AppTweak,AppTweak is a data-driven provider of app store optimization tools.,Brussels Hoofdstedelijk Gewest,Brussels,2014.0,"Olivier Verdin, Sebastien Dellis","App Marketing, Apps, Information Technology, Internet, Mobile Advertising, Mobile Apps, SaaS",11-50,"$22,500,000",4.0,3.0,"[""GoBeyond"", ""Be Angels"", ""Groupe Rossel""]",https://www.failory.com/startups/belgium,11.0,50.0,22500000.0,"[""App Marketing"", ""Apps"", ""Information Technology"", ""Internet"", ""Mobile Advertising"", ""Mobile Apps"", ""SaaS""]","[""Olivier Verdin"", ""Sebastien Dellis""]",AppTweak is a data-driven provider of app store optimization tools.,apptweak data driven provider app store optimization tools,11
28,Belgium,UnifiedPost,UnifiedPost offers Solutions-as-a-Service to help its customers keep up with market advancements.,Brabant Wallon,La Hulpe,2000.0,"Bart Vermeulen, Hans Leybaert","Information Technology, Internet, Payments",101-250,,3.0,4.0,"[""Fortino Capital"", ""PMV"", ""SmartFin"", ""Cytiholding""]",https://www.failory.com/startups/belgium,101.0,250.0,,"[""Information Technology"", ""Internet"", ""Payments""]","[""Bart Vermeulen"", ""Hans Leybaert""]",UnifiedPost offers Solutions-as-a-Service to help its customers keep up with market advancements.,unifiedpost offers solutions service help customers keep market advancements,-1
29,Belgium,Miracor Medical,Miracor Medical is a medical device startup that creates game-changing treatments for serious cardiac conditions.,Liege,Awans,2008.0,Werner Mohl,"Health Care, Health Diagnostics, Medical, Medical Device, Personal Health",11-50,"$100,101,447",9.0,15.0,"[""Earlybird Venture Capital"", ""S.R.I.W."", ""Yonghua Capital"", ""MedTech Innovator"", ""aws Gr\u00c3\u00bcnderfonds (aws Founders Fund""]",https://www.failory.com/startups/belgium,11.0,50.0,100101447.0,"[""Health Care"", ""Health Diagnostics"", ""Medical"", ""Medical Device"", ""Personal Health""]","[""Werner Mohl""]",Miracor Medical is a medical device startup that creates game-changing treatments for serious cardiac conditions.,miracor medical medical device startup creates game changing treatments serious cardiac conditions,2
30,Belgium,TrendMiner,"For process industry subject matter experts, TrendMiner provides Discovery, Diagnostic, and Predictive analytics tools.",Limburg,Hasselt,2007.0,"Bert Baeck, Thomas Dhollander","Analytics, Artificial Intelligence, Big Data, Business Intelligence, Data Mining, Information Technology, Oil and Gas, Predictive Analytics, Software",51-100,,5.0,5.0,"[""Fortino Capital"", ""Limburgse Reconversie Maatschappij"", ""SmartFin"", ""Innovation Fund"", ""Gemma Frisius Fund""]",https://www.failory.com/startups/belgium,51.0,100.0,,"[""Analytics"", ""Artificial Intelligence"", ""Big Data"", ""Business Intelligence"", ""Data Mining"", ""Information Technology"", ""Oil and Gas"", ""Predictive Analytics"", ""Software""]","[""Bert Baeck"", ""Thomas Dhollander""]","For process industry subject matter experts, TrendMiner provides Discovery, Diagnostic, and Predictive analytics tools.",process industry subject matter experts trendminer provides discovery diagnostic predictive analytics tools,-1
31,Belgium,Accelleran,Small Cells and vRAN Software Solution for 4G/5G RAN,Antwerpen,Antwerpen,2013.0,,"Information Technology, Software, Telecommunications",11-50,"$10,189,416",2.0,4.0,"[""Cogito Capital Partners"", ""Qbic"", ""Ark Angels Activator Fund"", ""Capital-E""]",https://www.failory.com/startups/belgium,11.0,50.0,10189416.0,"[""Information Technology"", ""Software"", ""Telecommunications""]","[""""]",Small Cells and vRAN Software Solution for 4G/5G RAN,small cells vran software solution g g ran,-1
33,Belgium,icometrix,icometrix creates automated biomarkers that normalize MRI scan measurements in order to improve neurological treatment methods.,Vlaams-Brabant,Leuven,2011.0,"Dirk Loeckx, Wim Hecke","Biotechnology, Clinical Trials, Health Care, Hospital",11-50,"$20,175,563",2.0,3.0,"[""Optum Ventures"", ""Capricorn Partners"", ""Forestay Capital""]",https://www.failory.com/startups/belgium,11.0,50.0,20175563.0,"[""Biotechnology"", ""Clinical Trials"", ""Health Care"", ""Hospital""]","[""Dirk Loeckx"", ""Wim Hecke""]",icometrix creates automated biomarkers that normalize MRI scan measurements in order to improve neurological treatment methods.,icometrix creates automated biomarkers normalize mri scan measurements order improve neurological treatment methods,2
34,Belgium,Univercells,"Univercells is a one-stop shop for ""end-to-end"" biomanufacturing solutions with high density and low cost.",Hainaut,Gosselies,2013.0,"Hugues Bultot, José Castillo","Biotechnology, Health Care, Manufacturing",11-50,"$94,503,705",8.0,11.0,"[""Kohlberg Kravis Roberts"", ""Bill & Melinda Gates Foundation"", ""Takeda Ventures"", ""Korea Investment Partners"", ""Inventures SA""]",https://www.failory.com/startups/belgium,11.0,50.0,94503705.0,"[""Biotechnology"", ""Health Care"", ""Manufacturing""]","[""Hugues Bultot"", ""Jos\u00c3\u00a9 Castillo""]","Univercells is a one-stop shop for ""end-to-end"" biomanufacturing solutions with high density and low cost.",univercells one stop shop end end biomanufacturing solutions high density low cost,2
35,Belgium,LetsBuild,"For the construction phase, an end-to-end digital platform is needed.",Brussels Hoofdstedelijk Gewest,Brussels,2019.0,"Gari Nickson, Klaus Nyengaard, Nikolaj Berntsen, Renauld Lacroix, Thomas Goubau","Information Technology, Software",101-250,,1.0,,[],https://www.failory.com/startups/belgium,101.0,250.0,,"[""Information Technology"", ""Software""]","[""Gari Nickson"", ""Klaus Nyengaard"", ""Nikolaj Berntsen"", ""Renauld Lacroix"", ""Thomas Goubau""]","For the construction phase, an end-to-end digital platform is needed.",construction phase end end digital platform needed,-1
36,Belgium,Koalaboox,"In one app, you'll find all of your small business administration and finance solutions.",Brussels Hoofdstedelijk Gewest,Brussels,2012.0,"Frédéric Lodewyk, Jean-Charles Dwelshauvers","Commercial Lending, Finance, Financial Services, FinTech, Information Technology, Software",11-50,,5.0,1.0,"[""Speedinvest""]",https://www.failory.com/startups/belgium,11.0,50.0,,"[""Commercial Lending"", ""Finance"", ""Financial Services"", ""FinTech"", ""Information Technology"", ""Software""]","[""Fr\u00c3\u00a9d\u00c3\u00a9ric Lodewyk"", ""Jean-Charles Dwelshauvers""]","In one app, you'll find all of your small business administration and finance solutions.",one app find small business administration finance solutions,7
37,Belgium,Rydoo,Rydoo is a leading business expense and travel management system for high-growth organizations and enterprises that automates and streamlines procedures.,Antwerpen,Mechelen,2011.0,"Boris Bogaert, Wim Derkinderen","Finance, SaaS, Software",101-250,"$9,526,546",3.0,4.0,"[""Lorenz Bogaert"", ""Toon Coppens"", ""Bart Swanson"", ""Jonas Dhaenens""]",https://www.failory.com/startups/belgium,101.0,250.0,9526546.0,"[""Finance"", ""SaaS"", ""Software""]","[""Boris Bogaert"", ""Wim Derkinderen""]",Rydoo is a leading business expense and travel management system for high-growth organizations and enterprises that automates and streamlines procedures.,rydoo leading business expense travel management system high growth organizations enterprises automates streamlines procedures,1
